trade_id,client_id,instrument_id,trade_date,side,raw_quantity,adjustment_factor,adjusted_quantity,running_adjusted_position
41470,24,35,2026-07-20,SELL,71.0,1.0,71.0,2436.0
913,24,36,2024-09-05,BUY,84.0,1.5,126.0,126.0
2099,24,36,2024-09-11,BUY,173.0,1.5,259.5,385.5
2863,24,36,2024-09-11,SELL,134.0,1.5,201.0,184.5
3215,24,36,2024-09-12,BUY,295.0,1.5,442.5,627.0
3380,24,36,2024-09-12,SELL,141.0,1.5,211.5,415.5
3549,24,36,2024-09-12,SELL,225.0,1.5,337.5,78.0
4445,24,36,2024-09-13,BUY,40.0,1.5,60.0,138.0
4683,24,36,2024-09-13,BUY,75.0,1.5,112.5,250.5
5128,24,36,2024-09-16,BUY,212.0,1.5,318.0,568.5
7299,24,36,2024-10-23,BUY,99.0,1.5,148.5,717.0
7899,24,36,2024-10-25,BUY,130.0,1.5,195.0,912.0
9330,24,36,2024-11-19,BUY,188.0,1.5,282.0,1194.0
10426,24,36,2024-12-13,BUY,122.0,1.5,183.0,1377.0
11446,24,36,2025-01-07,BUY,124.0,1.5,186.0,1563.0
11796,24,36,2025-01-13,BUY,52.0,1.5,78.0,1641.0
11881,24,36,2025-01-14,BUY,115.0,1.5,172.5,1813.5
12006,24,36,2025-01-16,BUY,134.0,1.5,201.0,2014.5
12372,24,36,2025-01-21,BUY,112.0,1.5,168.0,2182.5
14028,24,36,2025-01-29,BUY,134.0,1.5,201.0,2383.5
14468,24,36,2025-02-05,BUY,104.0,1.5,156.0,2539.5
15393,24,36,2025-02-25,BUY,151.0,1.5,226.5,2766.0
15861,24,36,2025-02-27,SELL,233.0,1.5,349.5,2416.5
15957,24,36,2025-02-28,BUY,102.0,1.5,153.0,2569.5
15972,24,36,2025-02-28,BUY,321.0,1.5,481.5,3051.0
16105,24,36,2025-02-28,BUY,132.0,1.5,198.0,3249.0
16642,24,36,2025-03-06,BUY,150.0,1.5,225.0,3474.0
16920,24,36,2025-03-12,BUY,377.0,1.5,565.5,4039.5
17550,24,36,2025-03-26,BUY,65.0,1.5,97.5,4137.0
17773,24,36,2025-04-01,SELL,35.0,1.5,52.5,4084.5
18654,24,36,2025-04-22,BUY,126.0,1.5,189.0,4273.5
19020,24,36,2025-04-30,SELL,268.0,1.5,402.0,3871.5
19358,24,36,2025-05-08,BUY,54.0,1.5,81.0,3952.5
19972,24,36,2025-05-23,BUY,199.0,1.5,298.5,4251.0
20280,24,36,2025-05-30,BUY,120.0,1.0,120.0,4371.0
21193,24,36,2025-06-25,BUY,159.0,1.0,159.0,4530.0
21273,24,36,2025-06-26,BUY,290.0,1.0,290.0,4820.0
21440,24,36,2025-06-27,BUY,233.0,1.0,233.0,5053.0
21696,24,36,2025-06-30,BUY,28.0,1.0,28.0,5081.0
24482,24,36,2025-09-09,BUY,26.0,1.0,26.0,5107.0
24912,24,36,2025-09-11,BUY,12.0,1.0,12.0,5119.0
25259,24,36,2025-09-12,BUY,73.0,1.0,73.0,5192.0
25527,24,36,2025-09-15,BUY,41.0,1.0,41.0,5233.0
25538,24,36,2025-09-15,BUY,236.0,1.0,236.0,5469.0
26528,24,36,2025-09-19,BUY,65.0,1.0,65.0,5534.0
26771,24,36,2025-09-25,BUY,48.0,1.0,48.0,5582.0
27780,24,36,2025-10-15,SELL,33.0,1.0,33.0,5549.0
28013,24,36,2025-10-20,BUY,68.0,1.0,68.0,5617.0
29481,24,36,2025-11-18,SELL,26.0,1.0,26.0,5591.0
29836,24,36,2025-11-26,BUY,166.0,1.0,166.0,5757.0
30019,24,36,2025-12-01,SELL,55.0,1.0,55.0,5702.0
30508,24,36,2025-12-11,BUY,92.0,1.0,92.0,5794.0
30556,24,36,2025-12-12,SELL,386.0,1.0,386.0,5408.0
31241,24,36,2025-12-30,BUY,77.0,1.0,77.0,5485.0
33347,24,36,2026-02-05,BUY,107.0,1.0,107.0,5592.0
33767,24,36,2026-02-13,BUY,188.0,1.0,188.0,5780.0
34017,24,36,2026-02-19,BUY,24.0,1.0,24.0,5804.0
34350,24,36,2026-02-25,BUY,137.0,1.0,137.0,5941.0
34394,24,36,2026-02-26,BUY,148.0,1.0,148.0,6089.0
34796,24,36,2026-03-06,BUY,50.0,1.0,50.0,6139.0
35332,24,36,2026-03-19,SELL,122.0,1.0,122.0,6017.0
35382,24,36,2026-03-20,SELL,132.0,1.0,132.0,5885.0
35733,24,36,2026-03-27,BUY,44.0,1.0,44.0,5929.0
35744,24,36,2026-03-30,BUY,102.0,1.0,102.0,6031.0
36001,24,36,2026-04-03,BUY,146.0,1.0,146.0,6177.0
36542,24,36,2026-04-10,BUY,55.0,1.0,55.0,6232.0
36787,24,36,2026-04-13,SELL,168.0,1.0,168.0,6064.0
36948,24,36,2026-04-14,BUY,20.0,1.0,20.0,6084.0
37359,24,36,2026-04-16,SELL,140.0,1.0,140.0,5944.0
37960,24,36,2026-04-28,BUY,75.0,1.0,75.0,6019.0
38307,24,36,2026-05-06,SELL,40.0,1.0,40.0,5979.0
38705,24,36,2026-05-08,BUY,437.0,1.0,437.0,6416.0
39048,24,36,2026-05-12,BUY,134.0,1.0,134.0,6550.0
39191,24,36,2026-05-14,BUY,78.0,1.0,78.0,6628.0
41397,24,36,2026-07-16,BUY,69.0,1.0,69.0,6697.0
704,24,37,2024-09-02,BUY,115.0,1.0,115.0,115.0
1834,24,37,2024-09-10,BUY,145.0,1.0,145.0,260.0
1947,24,37,2024-09-11,SELL,91.0,1.0,91.0,169.0
2268,24,37,2024-09-11,SELL,99.0,1.0,99.0,70.0
4804,24,37,2024-09-13,BUY,234.0,1.0,234.0,304.0
4857,24,37,2024-09-13,BUY,204.0,1.0,204.0,508.0
6359,24,37,2024-10-04,BUY,56.0,1.0,56.0,564.0
7381,24,37,2024-10-23,SELL,111.0,1.0,111.0,453.0
9012,24,37,2024-11-13,BUY,22.0,1.0,22.0,475.0
9412,24,37,2024-11-21,SELL,51.0,1.0,51.0,424.0
9787,24,37,2024-11-28,BUY,198.0,1.0,198.0,622.0
10031,24,37,2024-12-04,BUY,37.0,1.0,37.0,659.0
10225,24,37,2024-12-10,BUY,157.0,1.0,157.0,816.0
10293,24,37,2024-12-11,SELL,105.0,1.0,105.0,711.0
10327,24,37,2024-12-12,SELL,73.0,1.0,73.0,638.0
10455,24,37,2024-12-16,SELL,58.0,1.0,58.0,580.0
10461,24,37,2024-12-16,BUY,78.0,1.0,78.0,658.0
10910,24,37,2024-12-26,SELL,71.0,1.0,71.0,587.0
12599,24,37,2025-01-22,SELL,75.0,1.0,75.0,512.0
14100,24,37,2025-01-29,BUY,134.0,1.0,134.0,646.0
14508,24,37,2025-02-06,SELL,40.0,1.0,40.0,606.0
14606,24,37,2025-02-07,BUY,65.0,1.0,65.0,671.0
14869,24,37,2025-02-13,BUY,122.0,1.0,122.0,793.0
15261,24,37,2025-02-21,SELL,36.0,1.0,36.0,757.0
17178,24,37,2025-03-18,SELL,160.0,1.0,160.0,597.0
17545,24,37,2025-03-26,BUY,238.0,1.0,238.0,835.0
18253,24,37,2025-04-11,BUY,44.0,1.0,44.0,879.0
18753,24,37,2025-04-23,BUY,89.0,1.0,89.0,968.0
18895,24,37,2025-04-28,BUY,146.0,1.0,146.0,1114.0
19135,24,37,2025-05-02,BUY,385.0,1.0,385.0,1499.0
19680,24,37,2025-05-16,BUY,244.0,1.0,244.0,1743.0
20814,24,37,2025-06-16,BUY,141.0,1.0,141.0,1884.0
21220,24,37,2025-06-25,SELL,71.0,1.0,71.0,1813.0
21429,24,37,2025-06-27,BUY,564.0,1.0,564.0,2377.0
21546,24,37,2025-06-27,BUY,207.0,1.0,207.0,2584.0
21808,24,37,2025-07-01,SELL,57.0,1.0,57.0,2527.0
21864,24,37,2025-07-01,BUY,194.0,1.0,194.0,2721.0
21968,24,37,2025-07-02,BUY,99.0,1.0,99.0,2820.0
22179,24,37,2025-07-04,BUY,53.0,1.0,53.0,2873.0
22616,24,37,2025-07-10,BUY,467.0,1.0,467.0,3340.0
23003,24,37,2025-07-18,BUY,22.0,1.0,22.0,3362.0
23112,24,37,2025-07-23,SELL,99.0,1.0,99.0,3263.0
23217,24,37,2025-07-28,BUY,240.0,1.0,240.0,3503.0
23434,24,37,2025-08-05,BUY,266.0,1.0,266.0,3769.0
23491,24,37,2025-08-07,BUY,31.0,1.0,31.0,3800.0
23956,24,37,2025-08-27,BUY,265.0,1.0,265.0,4065.0
25268,24,37,2025-09-12,SELL,103.0,1.0,103.0,3962.0
25922,24,37,2025-09-17,BUY,56.0,1.0,56.0,4018.0
26328,24,37,2025-09-18,BUY,230.0,1.0,230.0,4248.0
30226,24,37,2025-12-04,SELL,214.0,1.0,214.0,4034.0
31621,24,37,2026-01-06,BUY,68.0,1.0,68.0,4102.0
31763,24,37,2026-01-08,SELL,64.0,1.0,64.0,4038.0
32219,24,37,2026-01-16,BUY,46.0,1.0,46.0,4084.0
32254,24,37,2026-01-16,BUY,78.0,1.0,78.0,4162.0
32548,24,37,2026-01-22,BUY,105.0,1.0,105.0,4267.0
33519,24,37,2026-02-10,BUY,27.0,1.0,27.0,4294.0
34693,24,37,2026-03-05,BUY,268.0,1.0,268.0,4562.0
34911,24,37,2026-03-10,BUY,127.0,1.0,127.0,4689.0
35521,24,37,2026-03-24,SELL,148.0,1.0,148.0,4541.0
37403,24,37,2026-04-16,SELL,39.0,1.0,39.0,4502.0
37971,24,37,2026-04-28,SELL,182.0,1.0,182.0,4320.0
37995,24,37,2026-04-28,BUY,60.0,1.0,60.0,4380.0
39252,24,37,2026-05-15,SELL,23.0,1.0,23.0,4357.0
40038,24,37,2026-06-04,SELL,380.0,1.0,380.0,3977.0
41829,24,37,2026-07-31,SELL,68.0,1.0,68.0,3909.0
895,24,38,2024-09-05,BUY,59.0,1.0,59.0,59.0
1332,24,38,2024-09-06,BUY,267.0,1.0,267.0,326.0
1622,24,38,2024-09-09,SELL,111.0,1.0,111.0,215.0
1924,24,38,2024-09-10,BUY,108.0,1.0,108.0,323.0
2904,24,38,2024-09-11,BUY,33.0,1.0,33.0,356.0
5193,24,38,2024-09-16,BUY,178.0,1.0,178.0,534.0
5712,24,38,2024-09-23,BUY,64.0,1.0,64.0,598.0
5794,24,38,2024-09-24,BUY,78.0,1.0,78.0,676.0
6342,24,38,2024-10-03,BUY,131.0,1.0,131.0,807.0
6424,24,38,2024-10-07,SELL,42.0,1.0,42.0,765.0
6537,24,38,2024-10-08,BUY,212.0,1.0,212.0,977.0
6824,24,38,2024-10-14,BUY,82.0,1.0,82.0,1059.0
7167,24,38,2024-10-21,SELL,371.0,1.0,371.0,688.0
8611,24,38,2024-11-05,BUY,289.0,1.0,289.0,977.0
8702,24,38,2024-11-06,BUY,130.0,1.0,130.0,1107.0
9840,24,38,2024-11-29,SELL,203.0,1.0,203.0,904.0
10261,24,38,2024-12-11,BUY,206.0,1.0,206.0,1110.0
10594,24,38,2024-12-18,BUY,59.0,1.0,59.0,1169.0
10949,24,38,2024-12-27,BUY,129.0,1.0,129.0,1298.0
11052,24,38,2024-12-31,BUY,45.0,1.0,45.0,1343.0
11175,24,38,2025-01-01,BUY,54.0,1.0,54.0,1397.0
12992,24,38,2025-01-23,SELL,45.0,1.0,45.0,1352.0
13209,24,38,2025-01-24,BUY,206.0,1.0,206.0,1558.0
14254,24,38,2025-01-31,BUY,41.0,1.0,41.0,1599.0
15140,24,38,2025-02-19,BUY,241.0,1.0,241.0,1840.0
15603,24,38,2025-02-26,BUY,218.0,1.0,218.0,2058.0
15741,24,38,2025-02-27,BUY,130.0,1.0,130.0,2188.0
16165,24,38,2025-03-03,BUY,122.0,1.0,122.0,2310.0
17471,24,38,2025-03-25,SELL,123.0,1.0,123.0,2187.0
17643,24,38,2025-03-28,BUY,80.0,1.0,80.0,2267.0
19055,24,38,2025-04-30,BUY,113.0,1.0,113.0,2380.0
19162,24,38,2025-05-02,BUY,101.0,1.0,101.0,2481.0
19551,24,38,2025-05-13,BUY,102.0,1.0,102.0,2583.0
19977,24,38,2025-05-23,BUY,107.0,1.0,107.0,2690.0
20000,24,38,2025-05-23,SELL,67.0,1.0,67.0,2623.0
20559,24,38,2025-06-09,BUY,129.0,1.0,129.0,2752.0
21611,24,38,2025-06-30,SELL,158.0,1.0,158.0,2594.0
21689,24,38,2025-06-30,BUY,91.0,1.0,91.0,2685.0
22878,24,38,2025-07-15,BUY,131.0,1.0,131.0,2816.0
24340,24,38,2025-09-05,SELL,88.0,1.0,88.0,2728.0
24378,24,38,2025-09-05,BUY,141.0,1.0,141.0,2869.0
25210,24,38,2025-09-12,BUY,39.0,1.0,39.0,2908.0
25375,24,38,2025-09-15,BUY,41.0,1.0,41.0,2949.0
25780,24,38,2025-09-16,BUY,41.0,1.0,41.0,2990.0
29070,24,38,2025-11-10,SELL,493.0,1.0,493.0,2497.0
29577,24,38,2025-11-20,BUY,123.0,1.0,123.0,2620.0
29660,24,38,2025-11-21,SELL,86.0,1.0,86.0,2534.0
31156,24,38,2025-12-29,BUY,34.0,1.0,34.0,2568.0
31751,24,38,2026-01-08,SELL,221.0,1.0,221.0,2347.0
32008,24,38,2026-01-13,BUY,145.0,1.0,145.0,2492.0
32457,24,38,2026-01-21,BUY,109.0,1.0,109.0,2601.0
32565,24,38,2026-01-22,BUY,125.0,1.0,125.0,2726.0
34605,24,38,2026-03-03,SELL,211.0,1.0,211.0,2515.0
35607,24,38,2026-03-25,SELL,181.0,1.0,181.0,2334.0
36879,24,38,2026-04-14,BUY,72.0,1.0,72.0,2406.0
37080,24,38,2026-04-14,SELL,586.0,1.0,586.0,1820.0
37445,24,38,2026-04-16,BUY,169.0,1.0,169.0,1989.0
38759,24,38,2026-05-11,SELL,160.0,1.0,160.0,1829.0
39160,24,38,2026-05-14,SELL,85.0,1.0,85.0,1744.0
39391,24,38,2026-05-20,BUY,71.0,1.0,71.0,1815.0
39694,24,38,2026-05-27,SELL,68.0,1.0,68.0,1747.0
40613,24,38,2026-06-19,BUY,133.0,1.0,133.0,1880.0
41774,24,38,2026-07-30,SELL,67.0,1.0,67.0,1813.0
528,24,39,2024-08-26,BUY,283.0,1.0,283.0,283.0
977,24,39,2024-09-05,SELL,40.0,1.0,40.0,243.0
3086,24,39,2024-09-12,BUY,174.0,1.0,174.0,417.0
3111,24,39,2024-09-12,BUY,87.0,1.0,87.0,504.0
6221,24,39,2024-10-02,BUY,74.0,1.0,74.0,578.0
7228,24,39,2024-10-22,SELL,184.0,1.0,184.0,394.0
7330,24,39,2024-10-23,SELL,95.0,1.0,95.0,299.0
7488,24,39,2024-10-23,BUY,133.0,1.0,133.0,432.0
8334,24,39,2024-10-30,BUY,60.0,1.0,60.0,492.0
8744,24,39,2024-11-07,SELL,165.0,1.0,165.0,327.0
9656,24,39,2024-11-26,BUY,121.0,1.0,121.0,448.0
10019,24,39,2024-12-04,BUY,177.0,1.0,177.0,625.0
10329,24,39,2024-12-12,SELL,124.0,1.0,124.0,501.0
10914,24,39,2024-12-26,SELL,50.0,1.0,50.0,451.0
13006,24,39,2025-01-23,SELL,38.0,1.0,38.0,413.0
13095,24,39,2025-01-24,BUY,195.0,1.0,195.0,608.0
13460,24,39,2025-01-27,BUY,74.0,1.0,74.0,682.0
14530,24,39,2025-02-06,BUY,43.0,1.0,43.0,725.0
14860,24,39,2025-02-13,BUY,98.0,1.0,98.0,823.0
15006,24,39,2025-02-17,BUY,128.0,1.0,128.0,951.0
15586,24,39,2025-02-26,BUY,210.0,1.0,210.0,1161.0
15731,24,39,2025-02-27,BUY,352.0,1.0,352.0,1513.0
15994,24,39,2025-02-28,SELL,48.0,1.0,48.0,1465.0
16274,24,39,2025-03-03,SELL,177.0,1.0,177.0,1288.0
16573,24,39,2025-03-05,BUY,73.0,1.0,73.0,1361.0
16773,24,39,2025-03-10,BUY,55.0,1.0,55.0,1416.0
17030,24,39,2025-03-14,SELL,106.0,1.0,106.0,1310.0
17827,24,39,2025-04-02,BUY,281.0,1.0,281.0,1591.0
18840,24,39,2025-04-25,SELL,61.0,1.0,61.0,1530.0
19286,24,39,2025-05-07,SELL,123.0,1.0,123.0,1407.0
19581,24,39,2025-05-14,BUY,191.0,1.0,191.0,1598.0
20592,24,39,2025-06-09,BUY,118.0,1.0,118.0,1716.0
20672,24,39,2025-06-11,BUY,97.0,1.0,97.0,1813.0
21206,24,39,2025-06-25,BUY,228.0,1.0,228.0,2041.0
21477,24,39,2025-06-27,SELL,54.0,1.0,54.0,1987.0
21500,24,39,2025-06-27,SELL,504.0,1.0,504.0,1483.0
23561,24,39,2025-08-11,BUY,131.0,1.0,131.0,1614.0
24287,24,39,2025-09-04,SELL,75.0,1.0,75.0,1539.0
25237,24,39,2025-09-12,BUY,187.0,1.0,187.0,1726.0
26040,24,39,2025-09-17,SELL,184.0,1.0,184.0,1542.0
26287,24,39,2025-09-18,BUY,32.0,1.0,32.0,1574.0
27026,24,39,2025-10-01,BUY,249.0,1.0,249.0,1823.0
27453,24,39,2025-10-08,BUY,111.0,1.0,111.0,1934.0
28116,24,39,2025-10-22,SELL,23.0,1.0,23.0,1911.0
28525,24,39,2025-10-29,BUY,58.0,1.0,58.0,1969.0
28563,24,39,2025-10-30,BUY,57.0,1.0,57.0,2026.0
28574,24,39,2025-10-30,BUY,43.0,1.0,43.0,2069.0
29414,24,39,2025-11-18,BUY,156.0,1.0,156.0,2225.0
29582,24,39,2025-11-20,BUY,191.0,1.0,191.0,2416.0
30788,24,39,2025-12-18,BUY,70.0,1.0,70.0,2486.0
32293,24,39,2026-01-19,SELL,97.0,1.0,97.0,2389.0
32322,24,39,2026-01-19,BUY,179.0,1.0,179.0,2568.0
32425,24,39,2026-01-20,SELL,85.0,1.0,85.0,2483.0
32464,24,39,2026-01-21,BUY,207.0,1.0,207.0,2690.0
32667,24,39,2026-01-23,SELL,105.0,1.0,105.0,2585.0
32900,24,39,2026-01-28,SELL,80.0,1.0,80.0,2505.0
33954,24,39,2026-02-18,SELL,121.0,1.0,121.0,2384.0
34373,24,39,2026-02-26,SELL,48.0,1.0,48.0,2336.0
35360,24,39,2026-03-19,SELL,25.0,1.0,25.0,2311.0
35378,24,39,2026-03-20,SELL,102.0,1.0,102.0,2209.0
35439,24,39,2026-03-23,BUY,47.0,1.0,47.0,2256.0
35617,24,39,2026-03-25,SELL,261.0,1.0,261.0,1995.0
35917,24,39,2026-04-01,BUY,76.0,1.0,76.0,2071.0
37351,24,39,2026-04-16,BUY,83.0,1.0,83.0,2154.0
38243,24,39,2026-05-05,BUY,457.0,1.0,457.0,2611.0
38559,24,39,2026-05-08,BUY,209.0,1.0,209.0,2820.0
38590,24,39,2026-05-08,BUY,111.0,1.0,111.0,2931.0
39027,24,39,2026-05-12,BUY,162.0,1.0,162.0,3093.0
39547,24,39,2026-05-22,SELL,59.0,1.0,59.0,3034.0
39757,24,39,2026-05-28,BUY,142.0,1.0,142.0,3176.0
39955,24,39,2026-06-03,SELL,68.0,1.0,68.0,3108.0
40730,24,39,2026-06-24,BUY,36.0,1.0,36.0,3144.0
40809,24,39,2026-06-25,BUY,35.0,1.0,35.0,3179.0
41251,24,39,2026-07-10,BUY,145.0,1.0,145.0,3324.0
41327,24,39,2026-07-14,SELL,137.0,1.0,137.0,3187.0
41403,24,39,2026-07-16,SELL,96.0,1.0,96.0,3091.0
987,24,40,2024-09-05,BUY,156.0,1.5,234.0,234.0
1174,24,40,2024-09-06,SELL,56.0,1.5,84.0,150.0
2382,24,40,2024-09-11,BUY,39.0,1.5,58.5,208.5
2417,24,40,2024-09-11,BUY,388.0,1.5,582.0,790.5
2645,24,40,2024-09-11,BUY,72.0,1.5,108.0,898.5
2648,24,40,2024-09-11,SELL,88.0,1.5,132.0,766.5
2788,24,40,2024-09-11,BUY,80.0,1.5,120.0,886.5
3343,24,40,2024-09-12,BUY,84.0,1.5,126.0,1012.5
4386,24,40,2024-09-13,BUY,62.0,1.5,93.0,1105.5
5399,24,40,2024-09-17,BUY,34.0,1.5,51.0,1156.5
5500,24,40,2024-09-18,SELL,57.0,1.5,85.5,1071.0
5983,24,40,2024-09-26,BUY,122.0,1.5,183.0,1254.0
6215,24,40,2024-10-02,SELL,40.0,1.5,60.0,1194.0
6275,24,40,2024-10-03,BUY,99.0,1.5,148.5,1342.5
8112,24,40,2024-10-28,BUY,37.0,1.5,55.5,1398.0
9768,24,40,2024-11-28,SELL,57.0,1.5,85.5,1312.5
10475,24,40,2024-12-16,BUY,66.0,1.5,99.0,1411.5
10715,24,40,2024-12-23,SELL,84.0,1.5,126.0,1285.5
10931,24,40,2024-12-26,BUY,38.0,1.5,57.0,1342.5
11232,24,40,2025-01-02,BUY,254.0,1.5,381.0,1723.5
12243,24,40,2025-01-21,SELL,116.0,1.5,174.0,1549.5
12355,24,40,2025-01-21,SELL,48.0,1.5,72.0,1477.5
12426,24,40,2025-01-21,SELL,96.0,1.5,144.0,1333.5
14109,24,40,2025-01-29,SELL,71.0,1.5,106.5,1227.0
15654,24,40,2025-02-26,BUY,77.0,1.5,115.5,1342.5
18028,24,40,2025-04-07,BUY,33.0,1.5,49.5,1392.0
19248,24,40,2025-05-06,SELL,77.0,1.5,115.5,1276.5
19848,24,40,2025-05-21,BUY,97.0,1.5,145.5,1422.0
20459,24,40,2025-06-05,SELL,48.0,1.5,72.0,1350.0
20670,24,40,2025-06-11,BUY,302.0,1.5,453.0,1803.0
20694,24,40,2025-06-11,SELL,31.0,1.5,46.5,1756.5
21102,24,40,2025-06-23,SELL,107.0,1.5,160.5,1596.0
22566,24,40,2025-07-10,SELL,66.0,1.5,99.0,1497.0
22730,24,40,2025-07-11,SELL,126.0,1.5,189.0,1308.0
22772,24,40,2025-07-14,BUY,120.0,1.5,180.0,1488.0
23203,24,40,2025-07-28,BUY,43.0,1.0,43.0,1531.0
23648,24,40,2025-08-14,SELL,79.0,1.0,79.0,1452.0
23995,24,40,2025-08-28,BUY,157.0,1.0,157.0,1609.0
27266,24,40,2025-10-06,BUY,104.0,1.0,104.0,1713.0
27547,24,40,2025-10-10,SELL,34.0,1.0,34.0,1679.0
27998,24,40,2025-10-20,BUY,74.0,1.0,74.0,1753.0
28466,24,40,2025-10-28,BUY,38.0,1.0,38.0,1791.0
28961,24,40,2025-11-07,SELL,138.0,1.0,138.0,1653.0
29803,24,40,2025-11-25,BUY,31.0,1.0,31.0,1684.0
30029,24,40,2025-12-01,BUY,404.0,1.0,404.0,2088.0
30172,24,40,2025-12-03,BUY,78.0,1.0,78.0,2166.0
31103,24,40,2025-12-26,BUY,62.0,1.0,62.0,2228.0
31399,24,40,2026-01-02,BUY,67.0,1.0,67.0,2295.0
31541,24,40,2026-01-05,BUY,25.0,1.0,25.0,2320.0
32140,24,40,2026-01-15,SELL,109.0,1.0,109.0,2211.0
33771,24,40,2026-02-13,SELL,107.0,1.0,107.0,2104.0
33890,24,40,2026-02-17,BUY,100.0,1.0,100.0,2204.0
34057,24,40,2026-02-19,SELL,167.0,1.0,167.0,2037.0
34475,24,40,2026-02-27,BUY,88.0,1.0,88.0,2125.0
34830,24,40,2026-03-09,SELL,59.0,1.0,59.0,2066.0
35166,24,40,2026-03-16,SELL,52.0,1.0,52.0,2014.0
35573,24,40,2026-03-25,SELL,134.0,1.0,134.0,1880.0
36366,24,40,2026-04-09,BUY,106.0,1.0,106.0,1986.0
36420,24,40,2026-04-09,BUY,65.0,1.0,65.0,2051.0
36427,24,40,2026-04-09,BUY,220.0,1.0,220.0,2271.0
37196,24,40,2026-04-15,BUY,82.0,1.0,82.0,2353.0
37376,24,40,2026-04-16,SELL,54.0,1.0,54.0,2299.0
37613,24,40,2026-04-20,BUY,374.0,1.0,374.0,2673.0
37905,24,40,2026-04-27,BUY,101.0,1.0,101.0,2774.0
38854,24,40,2026-05-11,BUY,170.0,1.0,170.0,2944.0
39034,24,40,2026-05-12,BUY,157.0,1.0,157.0,3101.0
39774,24,40,2026-05-28,SELL,114.0,1.0,114.0,2987.0
39997,24,40,2026-06-04,BUY,636.0,1.0,636.0,3623.0
41033,24,40,2026-07-02,BUY,91.0,1.0,91.0,3714.0
41099,24,40,2026-07-06,BUY,242.0,1.0,242.0,3956.0
41511,24,40,2026-07-21,SELL,35.0,1.0,35.0,3921.0
41944,24,40,2026-08-06,SELL,218.0,1.0,218.0,3703.0
92,25,1,2024-08-07,BUY,38.0,1.0,38.0,38.0
963,25,1,2024-09-05,SELL,38.0,1.0,38.0,0.0
10876,25,1,2024-12-26,BUY,31.0,1.0,31.0,31.0
13107,25,1,2025-01-24,BUY,24.0,1.0,24.0,55.0
13538,25,1,2025-01-27,SELL,28.0,1.0,28.0,27.0
14635,25,1,2025-02-10,SELL,27.0,1.0,27.0,0.0
15531,25,1,2025-02-26,BUY,19.0,1.0,19.0,19.0
17458,25,1,2025-03-25,SELL,6.0,1.0,6.0,13.0
19692,25,1,2025-05-16,BUY,24.0,1.0,24.0,37.0
23319,25,1,2025-07-31,SELL,7.0,1.0,7.0,30.0
26024,25,1,2025-09-17,BUY,30.0,1.0,30.0,60.0
27333,25,1,2025-10-07,BUY,18.0,1.0,18.0,78.0
33492,25,1,2026-02-09,BUY,36.0,1.0,36.0,114.0
34833,25,1,2026-03-09,SELL,17.0,1.0,17.0,97.0
36569,25,1,2026-04-10,SELL,12.0,1.0,12.0,85.0
2413,25,2,2024-09-11,BUY,16.0,1.0,16.0,16.0
3112,25,2,2024-09-12,SELL,14.0,1.0,14.0,2.0
3124,25,2,2024-09-12,BUY,18.0,1.0,18.0,20.0
5087,25,2,2024-09-16,BUY,34.0,1.0,34.0,54.0
6836,25,2,2024-10-14,BUY,22.0,1.0,22.0,76.0
14789,25,2,2025-02-12,SELL,7.0,1.0,7.0,69.0
16663,25,2,2025-03-06,BUY,43.0,1.0,43.0,112.0
17016,25,2,2025-03-14,SELL,8.0,1.0,8.0,104.0
17146,25,2,2025-03-18,SELL,26.0,1.0,26.0,78.0
29326,25,2,2025-11-14,BUY,18.0,1.0,18.0,96.0
30980,25,2,2025-12-24,SELL,7.0,1.0,7.0,89.0
31589,25,2,2026-01-06,BUY,22.0,1.0,22.0,111.0
33991,25,2,2026-02-18,BUY,48.0,1.0,48.0,159.0
35331,25,2,2026-03-19,BUY,9.0,1.0,9.0,168.0
38103,25,2,2026-04-30,SELL,28.0,1.0,28.0,140.0
40085,25,2,2026-06-05,BUY,29.0,1.0,29.0,169.0
41208,25,2,2026-07-09,BUY,85.0,1.0,85.0,254.0
5836,25,3,2024-09-24,BUY,12.0,1.0,12.0,12.0
7615,25,3,2024-10-24,SELL,8.0,1.0,8.0,4.0
9084,25,3,2024-11-14,BUY,175.0,1.0,175.0,179.0
10208,25,3,2024-12-10,SELL,8.0,1.0,8.0,171.0
10693,25,3,2024-12-20,BUY,21.0,1.0,21.0,192.0
11421,25,3,2025-01-07,BUY,11.0,1.0,11.0,203.0
12310,25,3,2025-01-21,BUY,42.0,1.0,42.0,245.0
13452,25,3,2025-01-27,BUY,21.0,1.0,21.0,266.0
29221,25,3,2025-11-12,BUY,11.0,1.0,11.0,277.0
29252,25,3,2025-11-13,BUY,8.0,1.0,8.0,285.0
31728,25,3,2026-01-08,BUY,11.0,1.0,11.0,296.0
38541,25,3,2026-05-07,BUY,29.0,1.0,29.0,325.0
40316,25,3,2026-06-12,SELL,15.0,1.0,15.0,310.0
40332,25,3,2026-06-12,BUY,6.0,1.0,6.0,316.0
40419,25,3,2026-06-16,BUY,13.0,1.0,13.0,329.0
58,25,4,2024-08-06,BUY,17.0,1.0,17.0,17.0
3743,25,4,2024-09-12,BUY,35.0,1.0,35.0,52.0
5646,25,4,2024-09-20,BUY,54.0,1.0,54.0,106.0
13610,25,4,2025-01-28,BUY,11.0,1.0,11.0,117.0
